Laurens County (GA)'s Birthday,12/10,1807
Lee County (GA)'s Birthday,06/09,1825
Liberty County (GA)'s Birthday,02/05,1777
Lincoln County (GA)'s Birthday,02/20,1796
Long County (GA)'s Birthday,11/02,1920
Lowndes County (GA)'s Birthday,12/23,1825
Lumpkin County (GA)'s Birthday,12/03,1832
Macon County (GA)'s Birthday,12/14,1837
Madison County (GA)'s Birthday,12/05,1811
Marion County (GA)'s Birthday,12/14,1827
McDuffie County (GA)'s Birthday,10/18,1870
Meriwether County (GA)'s Birthday,12/14,1827
Miller County (GA)'s Birthday,02/26,1856
Mitchell County (GA)'s Birthday,12/21,1857
Monroe County (GA)'s Birthday,05/15,1821
Montgomery County (GA)'s Birthday,12/19,1793
Morgan County (GA)'s Birthday,12/10,1807
Muscogee County (GA)'s Birthday,06/09,1826
Newton County (GA)'s Birthday,12/24,1821
Oconee County (GA)'s Birthday,02/24,1875
Oglethorpe County (GA)'s Birthday,12/19,1795
Paulding County (GA)'s Birthday,12/03,1832
Peach County (GA)'s Birthday,07/18,1924
Pickens County (GA)'s Birthday,12/05,1853
Pierce County (GA)'s Birthday,12/18,1857
Polk County (GA)'s Birthday,12/20,1851
Pulaski County (GA)'s Birthday,12/13,1808
Putnam County (GA)'s Birthday,12/10,1807
Quitman County (GA)'s Birthday,12/10,1858
Rabun County (GA)'s Birthday,12/21,1819
Randolph County (GA)'s Birthday,12/20,1828
Richmond County (GA)'s Birthday,02/05,1777
Rockdale County (GA)'s Birthday,10/18,1870
Schley County (GA)'s Birthday,12/22,1857
Screven County (GA)'s Birthday,12/14,1793
Seminole County (GA)'s Birthday,11/02,1920
Spalding County (GA)'s Birthday,12/20,1851
Stephens County (GA)'s Birthday,08/18,1905
Stewart County (GA)'s Birthday,12/23,1830
Sumter County (GA)'s Birthday,12/26,1831
Talbot County (GA)'s Birthday,12/14,1827
Taliaferro County (GA)'s Birthday,12/24,1825
Tattnall County (GA)'s Birthday,12/05,1801
Taylor County (GA)'s Birthday,01/15,1852
Telfair County (GA)'s Birthday,12/10,1807
Terrell County (GA)'s Birthday,02/16,1856
Thomas County (GA)'s Birthday,12/23,1825
Tift County (GA)'s Birthday,08/17,1905
Toombs County (GA)'s Birthday,08/18,1905
Towns County (GA)'s Birthday,03/06,1856
Treutlen County (GA)'s Birthday,11/05,1918
Troup County (GA)'s Birthday,06/09,1826
Turner County (GA)'s Birthday,08/18,1905
Twiggs County (GA)'s Birthday,12/14,1809
Union County (GA)'s Birthday,12/03,1832
Upson County (GA)'s Birthday,12/15,1824
Walker County (GA)'s Birthday,12/18,1833
Walton County (GA)'s Birthday,12/22,1818
Ware County (GA)'s Birthday,12/15,1824
Warren County (GA)'s Birthday,12/19,1793
Washington County (GA)'s Birthday,02/25,1784
Wayne County (GA)'s Birthday,12/07,1803
Webster County (GA)'s Birthday,12/16,1853
Wheeler County (GA)'s Birthday,11/05,1912
White County (GA)'s Birthday,12/22,1857
Whitfield County (GA)'s Birthday,12/30,1851
Wilcox County (GA)'s Birthday,12/22,1857
Wilkes County (GA)'s Birthday,02/05,1777
Wilkinson County (GA)'s Birthday,05/11,1803
Worth County (GA)'s Birthday,12/20,1853
Hawaii County (HI)'s Birthday,04/13,1905
Honolulu County (HI)'s Birthday,04/30,1907
Kalawao County (HI)'s Birthday,04/22,1903
Kauaʻi County (HI)'s Birthday,04/22,1903
Maui County (HI)'s Birthday,04/22,1903
Ada County (ID)'s Birthday,12/22,1864
Adams County (ID)'s Birthday,03/03,1911
Bannock County (ID)'s Birthday,03/06,1893
Bear Lake County (ID)'s Birthday,01/05,1875
Benewah County (ID)'s Birthday,01/23,1915
Bingham County (ID)'s Birthday,01/13,1885
Blaine County (ID)'s Birthday,03/05,1895
Boise County (ID)'s Birthday,02/04,1864
Bonner County (ID)'s Birthday,02/21,1907
Bonneville County (ID)'s Birthday,02/07,1911
Boundary County (ID)'s Birthday,01/23,1915
Butte County (ID)'s Birthday,02/06,1917
Camas County (ID)'s Birthday,02/06,1917
Canyon County (ID)'s Birthday,03/07,1891
Caribou County (ID)'s Birthday,02/11,1919
Cassia County (ID)'s Birthday,02/20,1879
Clark County (ID)'s Birthday,02/01,1919
Clearwater County (ID)'s Birthday,02/27,1911
Custer County (ID)'s Birthday,01/08,1881
Elmore County (ID)'s Birthday,02/07,1889
Franklin County (ID)'s Birthday,01/20,1913
Fremont County (ID)'s Birthday,03/04,1893
Gem County (ID)'s Birthday,03/15,1915
Gooding County (ID)'s Birthday,01/28,1913
Idaho County (ID)'s Birthday,12/20,1861
Jefferson County (ID)'s Birthday,02/18,1913
Jerome County (ID)'s Birthday,02/08,1919
Kootenai County (ID)'s Birthday,12/22,1864
